iter	Passed	Remaining
1669	28146	5561
1670	28163	5545
1671	28179	5528
1672	28196	5511
1673	28213	5494
1674	28230	5477
1675	28246	5460
1676	28263	5443
1677	28278	5426
1678	28294	5409
1679	28311	5392
1680	28327	5375
1681	28345	5359
1682	28364	5342
1683	28381	5325
1684	28397	5308
1685	28415	5292
1686	28439	5276
1687	28455	5259
1688	28472	5242
1689	28489	5225
1690	28507	5209
1691	28527	5192
1692	28543	5175
1693	28561	5159
1694	28579	5142
1695	28595	5125
1696	28612	5108
1697	28628	5091
1698	28645	5074
1699	28663	5058
1700	28683	5041
1701	28699	5024
1702	28715	5007
1703	28733	4991
1704	28751	4974
1705	28768	4957
1706	28784	4940
1707	28801	4923
1708	28817	4906
1709	28835	4890
1710	28853	4873
1711	28869	4856
1712	28887	4839
1713	28905	4823
1714	28926	4807
1715	28943	4790
1716	28961	4773
1717	28978	4756
1718	28997	4740
1719	29014	4723
1720	29030	4706
1721	29048	4689
1722	29066	4672
1723	29083	4656
1724	29099	4638
1725	29115	4622
1726	29131	4605
1727	29149	4588
1728	29165	4571
1729	29182	4554
1730	29198	4537
1731	29214	4520
1732	29231	4503
1733	29247	4486
1734	29263	4469
1735	29280	4452
1736	29297	4435
1737	29313	4418
1738	29329	4401
1739	29345	4385
1740	29362	4368
1741	29379	4351
1742	29396	4334
1743	29412	4317
1744	29428	4300
1745	29445	4283
1746	29462	4266
1747	29480	4249
1748	29496	4233
1749	29513	4216
1750	29531	4199
1751	29547	4182
1752	29563	4165
1753	29580	4148
1754	29597	4131
1755	29614	4115
1756	29631	4098
1757	29648	4081
1758	29664	4064
1759	29681	4047
1760	29696	4030
1761	29714	4013
1762	29730	3996
1763	29747	3979
1764	29764	3963
1765	29781	3946
1766	29797	3929
1767	29815	3912
1768	29832	3895
1769	29849	3878
1770	29866	3861
1771	29882	3844
1772	29899	3828
1773	29915	3811
1774	29933	3794
1775	29951	3777
1776	29968	3760
1777	29986	3744
1778	30003	3727
1779	30019	3710
1780	30036	3693
1781	30052	3676
1782	30069	3659
1783	30086	3642
1784	30102	3625
1785	30118	3608
1786	30134	3591
1787	30151	3575
1788	30169	3558
1789	30186	3541
1790	30203	3524
1791	30219	3507
1792	30236	3490
1793	30252	3473
1794	30269	3456
1795	30285	3440
1796	30302	3423
1797	30319	3406
1798	30335	3389
1799	30353	3372
1800	30370	3355
1801	30386	3338
1802	30403	3321
1803	30421	3305
1804	30437	3288
1805	30454	3271
1806	30471	3254
1807	30488	3237
1808	30504	3220
1809	30521	3203
1810	30537	3186
1811	30552	3169
1812	30570	3153
1813	30587	3136
1814	30603	3119
1815	30621	3102
1816	30638	3085
1817	30653	3068
1818	30670	3051
1819	30687	3035
1820	30703	3018
1821	30719	3001
1822	30735	2984
1823	30753	2967
1824	30770	2950
1825	30786	2933
1826	30803	2916
1827	30820	2899
1828	30837	2883
1829	30854	2866
1830	30870	2849
1831	30886	2832
1832	30903	2815
1833	30920	2798
1834	30937	2781
1835	30955	2765
1836	30973	2748
1837	30990	2731
1838	31006	2714
1839	31025	2697
1840	31056	2682
1841	31074	2665
1842	31095	2648
1843	31111	2632
1844	31127	2615
1845	31144	2598
1846	31173	2582
1847	31198	2566
1848	31215	2549
1849	31234	2532
1850	31250	2515
1851	31266	2498
1852	31283	2481
1853	31299	2464
1854	31321	2448
1855	31348	2432
1856	31368	2415
1857	31389	2398
1858	31408	2382
1859	31424	2365
1860	31450	2349
1861	31471	2332
1862	31486	2315
1863	31504	2298
1864	31527	2282
1865	31548	2265
1866	31567	2248
1867	31583	2231
1868	31599	2214
1869	31621	2198
1870	31638	2181
1871	31655	2164
1872	31671	2147
1873	31686	2130
1874	31707	2113
1875	31724	2096
1876	31739	2079
1877	31755	2062
1878	31771	2045
1879	31788	2029
1880	31806	2012
1881	31825	1995
1882	31843	1978
1883	31866	1962
1884	31883	1945
1885	31903	1928
1886	31928	1911
1887	31943	1894
1888	31959	1877
1889	31980	1861
1890	32005	1844
1891	32023	1827
1892	32040	1811
1893	32056	1794
1894	32076	1777
1895	32096	1760
1896	32112	1743
1897	32130	1726
1898	32146	1709
1899	32163	1692
1900	32179	1675
1901	32196	1658
1902	32214	1642
1903	32235	1625
1904	32265	1609
1905	32281	1592
1906	32301	1575
1907	32320	1558
1908	32345	1541
1909	32363	1524
1910	32381	1508
1911	32399	1491
1912	32415	1474
1913	32434	1457
1914	32451	1440
1915	32469	1423
1916	32486	1406
1917	32504	1389
1918	32521	1372
1919	32536	1355
1920	32552	1338
1921	32569	1321
1922	32585	1304
1923	32601	1287
1924	32624	1271
1925	32647	1254
1926	32665	1237
1927	32681	1220
1928	32696	1203
1929	32716	1186
1930	32740	1169
1931	32765	1153
1932	32782	1136
1933	32800	1119
1934	32819	1102
1935	32835	1085
1936	32853	1068
1937	32871	1051
1938	32890	1034
1939	32909	1017
1940	32929	1000
1941	32945	983
1942	32962	967
1943	32980	950
1944	32997	933
1945	33013	916
1946	33031	899
1947	33051	882
1948	33068	865
1949	33084	848
1950	33104	831
1951	33125	814
1952	33142	797
1953	33158	780
1954	33176	763
1955	33196	746
1956	33212	729
1957	33231	712
1958	33248	695
1959	33265	678
1960	33283	661
1961	33300	644
1962	33317	627
1963	33334	611
1964	33351	594
1965	33371	577
1966	33391	560
1967	33417	543
1968	33434	526
1969	33462	509
1970	33481	492
1971	33499	475
1972	33515	458
1973	33534	441
1974	33550	424
1975	33567	407
1976	33584	390
1977	33600	373
1978	33615	356
1979	33632	339
1980	33648	322
1981	33665	305
1982	33682	288
1983	33699	271
1984	33715	254
1985	33731	237
1986	33749	220
1987	33765	203
1988	33786	186
1989	33806	169
1990	33833	152
1991	33850	135
1992	33866	118
1993	33882	101
1994	33902	84
1995	33922	67
1996	33941	50
1997	33957	33
1998	33972	16
1999	33988	0
